caseKey,caseName,caseDescription,scenarioKey,scenario,segmentType,segmentKey,metric,estimate,lower95,upper95,n,method
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,emergencyReliefRate,0.676,0.612,0.745,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,emergencyReasonGivingRate,0.757,0.675,0.830,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,emergencyVoteDisclosureRate,0.706,0.625,0.775,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,emergencyPublicDisagreementRate,0.316,0.231,0.397,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,governmentEmergencyWinRate,0.691,0.574,0.800,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,meritsFollowUpRate,0.272,0.216,0.350,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,meritsInvalidationRate,0.614,0.585,0.639,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,legitimacy,0.722,0.719,0.726,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,constitutionalConflict,0.251,0.246,0.256,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,democraticResponsiveness,0.450,0.443,0.457,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,legislativeResponseCredibility,0.603,0.601,0.606,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,caseSelectionAccess,0.446,0.444,0.449,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,governmentRepeatPlayerAdvantage,0.332,0.324,0.338,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,implementationCapacity,0.609,0.608,0.610,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,democraticConstitutionalism,0.629,0.625,0.632,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,vetoRelocationRisk,0.514,0.512,0.516,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,legalTransplantFeasibility,0.604,0.604,0.604,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,politicalCultureSensitivity,0.768,0.767,0.769,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,complianceRate,0.546,0.514,0.577,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,publicTrust,0.053,0.046,0.060,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,directCourtCost,0.332,0.331,0.332,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,upstreamScreeningCost,0.853,0.851,0.855,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,capacityStrainCost,0.452,0.450,0.454,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,institutionalBudgetCost,0.442,0.441,0.442,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,institutionalDelayCost,0.456,0.454,0.458,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,implementationComplexity,0.481,0.480,0.482,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,ombudsman-triggered-review,Ombudsman-triggered constitutional review,doctrine,speech,totalInstitutionalCost,0.508,0.507,0.509,944,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,reviewRate,1.000,1.000,1.000,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,intakeAcceptanceRate,0.007,0.007,0.008,122170,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,legalStability,0.985,0.981,0.987,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,rightsProtection,0.781,0.777,0.786,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,shadowDocketAbuse,0.000,0.000,0.000,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,emergencyReliefRate,0.037,0.000,0.082,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,emergencyReasonGivingRate,0.827,0.736,0.917,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,emergencyVoteDisclosureRate,0.679,0.584,0.759,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,emergencyPublicDisagreementRate,0.062,0.014,0.122,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,governmentEmergencyWinRate,0.043,0.000,0.095,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,meritsFollowUpRate,1.000,1.000,1.000,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,meritsInvalidationRate,0.033,0.024,0.044,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,legitimacy,0.769,0.766,0.771,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,constitutionalConflict,0.174,0.172,0.176,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,democraticResponsiveness,0.488,0.481,0.498,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,legislativeResponseCredibility,0.565,0.563,0.567,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,caseSelectionAccess,0.391,0.388,0.393,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,governmentRepeatPlayerAdvantage,0.395,0.389,0.401,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,implementationCapacity,0.611,0.611,0.612,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,democraticConstitutionalism,0.670,0.667,0.673,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,vetoRelocationRisk,0.523,0.522,0.524,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,legalTransplantFeasibility,0.632,0.632,0.632,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,politicalCultureSensitivity,0.731,0.730,0.732,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,complianceRate,0.557,0.518,0.597,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,publicTrust,0.053,0.042,0.064,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,directCourtCost,0.332,0.332,0.333,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,upstreamScreeningCost,0.863,0.861,0.865,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,capacityStrainCost,0.464,0.462,0.465,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,institutionalBudgetCost,0.443,0.443,0.444,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,institutionalDelayCost,0.478,0.476,0.479,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,implementationComplexity,0.521,0.520,0.522,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,administrative_state,totalInstitutionalCost,0.523,0.522,0.524,911,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,reviewRate,1.000,1.000,1.000,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,intakeAcceptanceRate,0.008,0.008,0.008,111616,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,legalStability,0.866,0.860,0.872,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,rightsProtection,0.776,0.769,0.781,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,shadowDocketAbuse,0.002,0.001,0.002,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,emergencyReliefRate,0.731,0.619,0.831,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,emergencyReasonGivingRate,0.881,0.796,0.948,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,emergencyVoteDisclosureRate,0.731,0.621,0.834,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,emergencyPublicDisagreementRate,0.090,0.024,0.164,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,governmentEmergencyWinRate,0.756,0.620,0.872,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,meritsFollowUpRate,1.000,1.000,1.000,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,meritsInvalidationRate,0.635,0.607,0.664,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,legitimacy,0.736,0.733,0.738,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,constitutionalConflict,0.258,0.253,0.263,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,democraticResponsiveness,0.454,0.449,0.460,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,legislativeResponseCredibility,0.606,0.604,0.609,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,caseSelectionAccess,0.440,0.437,0.442,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,governmentRepeatPlayerAdvantage,0.345,0.339,0.350,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,implementationCapacity,0.604,0.604,0.605,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,democraticConstitutionalism,0.643,0.640,0.646,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,vetoRelocationRisk,0.505,0.503,0.507,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,legalTransplantFeasibility,0.632,0.632,0.632,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,politicalCultureSensitivity,0.748,0.747,0.749,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,complianceRate,0.540,0.507,0.575,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,publicTrust,0.067,0.055,0.079,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,directCourtCost,0.334,0.333,0.334,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,upstreamScreeningCost,0.844,0.842,0.847,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,capacityStrainCost,0.451,0.449,0.452,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,institutionalBudgetCost,0.441,0.440,0.442,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,institutionalDelayCost,0.461,0.459,0.462,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,implementationComplexity,0.518,0.517,0.520,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,criminal_procedure,totalInstitutionalCost,0.513,0.512,0.515,931,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,reviewRate,1.000,1.000,1.000,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,intakeAcceptanceRate,0.009,0.009,0.009,102561,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,legalStability,0.818,0.811,0.825,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,rightsProtection,0.743,0.738,0.749,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,shadowDocketAbuse,0.003,0.002,0.003,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,emergencyReliefRate,0.750,0.649,0.847,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,emergencyReasonGivingRate,0.867,0.774,0.939,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,emergencyVoteDisclosureRate,0.717,0.607,0.814,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,emergencyPublicDisagreementRate,0.183,0.098,0.294,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,governmentEmergencyWinRate,0.750,0.649,0.847,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,meritsFollowUpRate,1.000,1.000,1.000,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,meritsInvalidationRate,0.720,0.691,0.750,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,legitimacy,0.718,0.715,0.721,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,constitutionalConflict,0.287,0.282,0.292,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,democraticResponsiveness,0.430,0.423,0.437,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,legislativeResponseCredibility,0.614,0.612,0.617,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,caseSelectionAccess,0.446,0.443,0.449,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,governmentRepeatPlayerAdvantage,0.346,0.340,0.352,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,implementationCapacity,0.600,0.599,0.600,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,democraticConstitutionalism,0.621,0.617,0.624,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,vetoRelocationRisk,0.523,0.521,0.525,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,legalTransplantFeasibility,0.632,0.632,0.632,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,politicalCultureSensitivity,0.758,0.757,0.759,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,complianceRate,0.520,0.486,0.549,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,publicTrust,0.056,0.048,0.063,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,directCourtCost,0.334,0.333,0.334,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,upstreamScreeningCost,0.878,0.875,0.881,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,capacityStrainCost,0.453,0.451,0.454,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,institutionalBudgetCost,0.449,0.447,0.450,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,institutionalDelayCost,0.479,0.478,0.481,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,implementationComplexity,0.521,0.520,0.522,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,election_law,totalInstitutionalCost,0.524,0.523,0.526,903,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,emergency_powers,reviewRate,1.000,1.000,1.000,874,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,emergency_powers,intakeAcceptanceRate,0.008,0.008,0.008,104518,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,emergency_powers,legalStability,0.887,0.877,0.898,874,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,emergency_powers,rightsProtection,0.768,0.763,0.774,874,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,emergency_powers,shadowDocketAbuse,0.013,0.011,0.015,874,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,emergency_powers,emergencyReliefRate,0.414,0.364,0.468,874,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,emergency_powers,emergencyReasonGivingRate,0.860,0.814,0.898,874,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,emergency_powers,emergencyVoteDisclosureRate,0.664,0.602,0.708,874,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,emergency_powers,emergencyPublicDisagreementRate,0.116,0.085,0.148,874,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,emergency_powers,governmentEmergencyWinRate,0.414,0.364,0.468,874,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,emergency_powers,meritsFollowUpRate,1.000,1.000,1.000,874,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,emergency_powers,meritsInvalidationRate,0.356,0.324,0.384,874,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,constitutional-public-defender,Constitutional public defender access model,doctrine,emergency_powers,legitimacy,0.739,0.736,0.744,874,cluster-bootstrap-runs-200-95
