profile,context,left,right,weightDraws,positiveDraws,negativeDraws,tiedDraws,differenceMin,differenceMax,reversesAcrossWeights
expanding-history,legislativeConflict-high,reasoned-emergency-review,constitutional-council,1000,992,8,0,-0.009147278675724735,0.13997125437485886,True
expanding-history,legislativeConflict-high,reasoned-emergency-review,weak-form-review,1000,1,999,0,-0.1469309278370261,0.0054400525853138815,True
expanding-history,legislativeConflict-high,constitutional-council,weak-form-review,1000,0,1000,0,-0.27103936142266727,-0.021049704070967512,False
expanding-history,implementationCapacity-low,current-federal-court,reasoned-emergency-review,1000,0,1000,0,-0.19283763886575356,-0.010616037274765011,False
expanding-history,implementationCapacity-low,current-federal-court,constitutional-council,1000,131,869,0,-0.16751968913920623,0.06876208993695071,True
expanding-history,implementationCapacity-low,current-federal-court,weak-form-review,1000,0,1000,0,-0.25902767084038725,-0.057715862200384715,False
expanding-history,implementationCapacity-low,reasoned-emergency-review,constitutional-council,1000,940,60,0,-0.02642033728422477,0.1391079573635094,True
expanding-history,implementationCapacity-low,reasoned-emergency-review,weak-form-review,1000,1,999,0,-0.14430058283774372,0.007242537519230208,True
expanding-history,implementationCapacity-low,constitutional-council,weak-form-review,1000,0,1000,0,-0.26062580167896576,-0.017282353716987164,False
expanding-history,implementationCapacity-high,current-federal-court,reasoned-emergency-review,1000,0,1000,0,-0.19553930670164998,-0.011310321425827108,False
expanding-history,implementationCapacity-high,current-federal-court,constitutional-council,1000,124,876,0,-0.18882413278269206,0.06926962774569889,True
expanding-history,implementationCapacity-high,current-federal-court,weak-form-review,1000,0,1000,0,-0.26509419132834333,-0.05798425352496417,False
expanding-history,implementationCapacity-high,reasoned-emergency-review,constitutional-council,1000,955,45,0,-0.02275508916054758,0.13949452288032016,True
expanding-history,implementationCapacity-high,reasoned-emergency-review,weak-form-review,1000,1,999,0,-0.14289787559410982,0.007526226189105256,True
expanding-history,implementationCapacity-high,constitutional-council,weak-form-review,1000,0,1000,0,-0.25789223626479496,-0.019430130885367602,False
expanding-history,partyFragmentation-low,current-federal-court,reasoned-emergency-review,1000,0,1000,0,-0.19395524391021146,-0.011311419486449759,False
expanding-history,partyFragmentation-low,current-federal-court,constitutional-council,1000,124,876,0,-0.1877328094151065,0.0697375825441453,True
expanding-history,partyFragmentation-low,current-federal-court,weak-form-review,1000,0,1000,0,-0.27044983414014456,-0.05820579510701529,False
expanding-history,partyFragmentation-low,reasoned-emergency-review,constitutional-council,1000,953,47,0,-0.02194421268590452,0.1395604338883144,True
expanding-history,partyFragmentation-low,reasoned-emergency-review,weak-form-review,1000,1,999,0,-0.14359664381788595,0.0063345241698228305,True
expanding-history,partyFragmentation-low,constitutional-council,weak-form-review,1000,0,1000,0,-0.2592348034896461,-0.02020487443156227,False
expanding-history,partyFragmentation-high,current-federal-court,reasoned-emergency-review,1000,0,1000,0,-0.19355440639963495,-0.011129905867404699,False
expanding-history,partyFragmentation-high,current-federal-court,constitutional-council,1000,124,876,0,-0.1857739930509381,0.068630358388168,True
expanding-history,partyFragmentation-high,current-federal-court,weak-form-review,1000,0,1000,0,-0.26570651912116294,-0.05854597705434661,False
expanding-history,partyFragmentation-high,reasoned-emergency-review,constitutional-council,1000,934,66,0,-0.03007574848198824,0.13903782647737994,True
expanding-history,partyFragmentation-high,reasoned-emergency-review,weak-form-review,1000,1,999,0,-0.14466192627462293,0.0057415663304055675,True
expanding-history,partyFragmentation-high,constitutional-council,weak-form-review,1000,0,1000,0,-0.25919386419694684,-0.018451964669206178,False
previous-term,baseline,current-federal-court,reasoned-emergency-review,1000,0,1000,0,-0.20329572782854177,-0.01153093400359706,False
previous-term,baseline,current-federal-court,constitutional-council,1000,126,874,0,-0.1971308650812863,0.0708104484243095,True
previous-term,baseline,current-federal-court,weak-form-review,1000,0,1000,0,-0.2586400912470077,-0.05671987563764269,False
previous-term,baseline,reasoned-emergency-review,constitutional-council,1000,976,24,0,-0.010747040971512911,0.14008583266356334,True
previous-term,baseline,reasoned-emergency-review,weak-form-review,1000,1,999,0,-0.13794307320674648,0.006867162829974571,True
previous-term,baseline,constitutional-council,weak-form-review,1000,0,1000,0,-0.25280295262317903,-0.01777037173035212,False
previous-term,emergencyPressure-low,current-federal-court,reasoned-emergency-review,1000,1,999,0,-0.0962723043214696,0.0019243580647329006,True
previous-term,emergencyPressure-low,current-federal-court,constitutional-council,1000,421,579,0,-0.10553646856168242,0.10890908272760691,True
previous-term,emergencyPressure-low,current-federal-court,weak-form-review,1000,0,1000,0,-0.20551706467301611,-0.03488151002727913,False
previous-term,emergencyPressure-low,reasoned-emergency-review,constitutional-council,1000,907,93,0,-0.02267278216776325,0.13119413794731338,True
previous-term,emergencyPressure-low,reasoned-emergency-review,weak-form-review,1000,0,1000,0,-0.1495098663034019,-0.016907372885434535,False
previous-term,emergencyPressure-low,constitutional-council,weak-form-review,1000,0,1000,0,-0.25832664516479337,-0.019787711358035476,False
previous-term,emergencyPressure-high,current-federal-court,reasoned-emergency-review,1000,0,1000,0,-0.45969440001063394,-0.02363625480361442,False
previous-term,emergencyPressure-high,current-federal-court,constitutional-council,1000,69,931,0,-0.26343525925577266,0.07005246057387471,True
previous-term,emergencyPressure-high,current-federal-court,weak-form-review,1000,0,1000,0,-0.3370225055790699,-0.062129742870570825,False
previous-term,emergencyPressure-high,reasoned-emergency-review,constitutional-council,1000,1000,0,0,0.03139203853887307,0.22325298534129634,False
previous-term,emergencyPressure-high,reasoned-emergency-review,weak-form-review,1000,621,379,0,-0.09228251773706064,0.14448831502628956,True
previous-term,emergencyPressure-high,constitutional-council,weak-form-review,1000,0,1000,0,-0.2331164383985101,-0.01198220062076838,False
previous-term,rightsThreatRate-low,current-federal-court,reasoned-emergency-review,1000,0,1000,0,-0.21862488669649482,-0.011357875282119623,False
previous-term,rightsThreatRate-low,current-federal-court,constitutional-council,1000,137,863,0,-0.19411123155911492,0.07391895266534898,True
previous-term,rightsThreatRate-low,current-federal-court,weak-form-review,1000,0,1000,0,-0.24332895582510417,-0.05303537531691105,False
previous-term,rightsThreatRate-low,reasoned-emergency-review,constitutional-council,1000,997,3,0,-0.004908214564477209,0.14165612629797508,True
previous-term,rightsThreatRate-low,reasoned-emergency-review,weak-form-review,1000,2,998,0,-0.12666254351814954,0.009185960779917735,True
previous-term,rightsThreatRate-low,constitutional-council,weak-form-review,1000,0,1000,0,-0.24087862466797494,-0.014506327980756462,False
previous-term,rightsThreatRate-high,current-federal-court,reasoned-emergency-review,1000,0,1000,0,-0.20476230970227438,-0.011041226739986643,False
previous-term,rightsThreatRate-high,current-federal-court,constitutional-council,1000,155,845,0,-0.15695486991271845,0.07333266285222467,True
previous-term,rightsThreatRate-high,current-federal-court,weak-form-review,1000,0,1000,0,-0.28110048291532086,-0.0624420860980236,False
previous-term,rightsThreatRate-high,reasoned-emergency-review,constitutional-council,1000,975,25,0,-0.015928396969933867,0.13995504988265883,True
previous-term,rightsThreatRate-high,reasoned-emergency-review,weak-form-review,1000,1,999,0,-0.16913737010673213,0.007657404218279429,True
previous-term,rightsThreatRate-high,constitutional-council,weak-form-review,1000,0,1000,0,-0.28511069578406156,-0.023915668745379093,False
previous-term,appointmentPolarization-low,current-federal-court,reasoned-emergency-review,1000,0,1000,0,-0.20791773588594642,-0.01190489003662032,False
previous-term,appointmentPolarization-low,current-federal-court,constitutional-council,1000,118,882,0,-0.207302012539608,0.06962757138746778,True
previous-term,appointmentPolarization-low,current-federal-court,weak-form-review,1000,0,1000,0,-0.26217405979510466,-0.0571230915704205,False
previous-term,appointmentPolarization-low,reasoned-emergency-review,constitutional-council,1000,972,28,0,-0.014911586230156648,0.1407812503225535,True
previous-term,appointmentPolarization-low,reasoned-emergency-review,weak-form-review,1000,1,999,0,-0.13644011175617277,0.008081992445283626,True
previous-term,appointmentPolarization-low,constitutional-council,weak-form-review,1000,0,1000,0,-0.2507292832959181,-0.017327604278714492,False
previous-term,appointmentPolarization-high,current-federal-court,reasoned-emergency-review,1000,0,1000,0,-0.19428153246030233,-0.011371539911895323,False
previous-term,appointmentPolarization-high,current-federal-court,constitutional-council,1000,123,877,0,-0.1902763630805434,0.06953484494124873,True
previous-term,appointmentPolarization-high,current-federal-court,weak-form-review,1000,0,1000,0,-0.26267551214317386,-0.05758056720511229,False
previous-term,appointmentPolarization-high,reasoned-emergency-review,constitutional-council,1000,952,48,0,-0.022591604079163163,0.1394380645327079,True
previous-term,appointmentPolarization-high,reasoned-emergency-review,weak-form-review,1000,1,999,0,-0.13996881894748292,0.007011677001636962,True
previous-term,appointmentPolarization-high,constitutional-council,weak-form-review,1000,0,1000,0,-0.25457674984702566,-0.017830063152488806,False
previous-term,legislativeConflict-low,current-federal-court,reasoned-emergency-review,1000,0,1000,0,-0.21009597918007228,-0.011983332631540944,False
previous-term,legislativeConflict-low,current-federal-court,constitutional-council,1000,132,868,0,-0.17919480324628834,0.07027533617694903,True
previous-term,legislativeConflict-low,current-federal-court,weak-form-review,1000,0,1000,0,-0.2504975588917212,-0.055504570436857525,False
previous-term,legislativeConflict-low,reasoned-emergency-review,constitutional-council,1000,997,3,0,-0.003966094790556651,0.14163908988491974,True
previous-term,legislativeConflict-low,reasoned-emergency-review,weak-form-review,1000,1,999,0,-0.1353957888553673,0.007613063857059843,True
previous-term,legislativeConflict-low,constitutional-council,weak-form-review,1000,0,1000,0,-0.25057785674292504,-0.017462789913457843,False
previous-term,legislativeConflict-high,current-federal-court,reasoned-emergency-review,1000,0,1000,0,-0.18642218836227475,-0.00943158500632335,False
previous-term,legislativeConflict-high,current-federal-court,constitutional-council,1000,195,805,0,-0.1423852904039311,0.08234087648816485,True
previous-term,legislativeConflict-high,current-federal-court,weak-form-review,1000,0,1000,0,-0.25347374754767327,-0.055888722245906464,False
previous-term,legislativeConflict-high,reasoned-emergency-review,constitutional-council,1000,993,7,0,-0.006095324957443249,0.14023673705717832,True
previous-term,legislativeConflict-high,reasoned-emergency-review,weak-form-review,1000,1,999,0,-0.14179511188064353,0.00880670564037156,True
previous-term,legislativeConflict-high,constitutional-council,weak-form-review,1000,0,1000,0,-0.26600796168190477,-0.01880835666335534,False
previous-term,implementationCapacity-low,current-federal-court,reasoned-emergency-review,1000,0,1000,0,-0.19618545984141433,-0.011267649336762053,False
previous-term,implementationCapacity-low,current-federal-court,constitutional-council,1000,119,881,0,-0.19565403179389163,0.06902643975946127,True
previous-term,implementationCapacity-low,current-federal-court,weak-form-review,1000,0,1000,0,-0.254829773437416,-0.05671281708073295,False
previous-term,implementationCapacity-low,reasoned-emergency-review,constitutional-council,1000,946,54,0,-0.027396788551944273,0.13980581285223298,True
previous-term,implementationCapacity-low,reasoned-emergency-review,weak-form-review,1000,1,999,0,-0.1376878790130014,0.00889037425470074,True
previous-term,implementationCapacity-low,constitutional-council,weak-form-review,1000,0,1000,0,-0.2511845720425439,-0.013363365442326192,False
previous-term,implementationCapacity-high,current-federal-court,reasoned-emergency-review,1000,0,1000,0,-0.20518991819445165,-0.011897976421805678,False
previous-term,implementationCapacity-high,current-federal-court,constitutional-council,1000,114,886,0,-0.2050777006812332,0.06993482420271752,True
previous-term,implementationCapacity-high,current-federal-court,weak-form-review,1000,0,1000,0,-0.2675286899949888,-0.05752477561395941,False
previous-term,implementationCapacity-high,reasoned-emergency-review,constitutional-council,1000,968,32,0,-0.01600286990491251,0.14035330659130546,True
previous-term,implementationCapacity-high,reasoned-emergency-review,weak-form-review,1000,1,999,0,-0.1385389208838237,0.00776189761588475,True
previous-term,implementationCapacity-high,constitutional-council,weak-form-review,1000,0,1000,0,-0.25302160363340154,-0.0186481976778734,False
previous-term,partyFragmentation-low,current-federal-court,reasoned-emergency-review,1000,0,1000,0,-0.19474763325450362,-0.01127054843683617,False
previous-term,partyFragmentation-low,current-federal-court,constitutional-council,1000,120,880,0,-0.2007355699231711,0.069925379752873,True
previous-term,partyFragmentation-low,current-federal-court,weak-form-review,1000,0,1000,0,-0.2627698598295475,-0.05700586812987263,False
previous-term,partyFragmentation-low,reasoned-emergency-review,constitutional-council,1000,961,39,0,-0.020810792340493434,0.13962057048686433,True
previous-term,partyFragmentation-low,reasoned-emergency-review,weak-form-review,1000,1,999,0,-0.13863925852536685,0.007051923531425586,True
previous-term,partyFragmentation-low,constitutional-council,weak-form-review,1000,0,1000,0,-0.25237398833855157,-0.017963394155614654,False
previous-term,partyFragmentation-high,current-federal-court,reasoned-emergency-review,1000,0,1000,0,-0.19407823512085687,-0.011322092981318699,False
previous-term,partyFragmentation-high,current-federal-court,constitutional-council,1000,122,878,0,-0.19863449851512405,0.07003605020566883,True
previous-term,partyFragmentation-high,current-federal-court,weak-form-review,1000,0,1000,0,-0.2540457990295577,-0.056455360044325054,False
previous-term,partyFragmentation-high,reasoned-emergency-review,constitutional-council,1000,948,52,0,-0.026311785515547803,0.14003752593377727,True
previous-term,partyFragmentation-high,reasoned-emergency-review,weak-form-review,1000,1,999,0,-0.13797638723742722,0.008376208058556767,True
previous-term,partyFragmentation-high,constitutional-council,weak-form-review,1000,0,1000,0,-0.25098397825530877,-0.015978279722042577,False
