profile,context,contrast,claim,left,right,kind,metric,componentRole,difference,lower,upper,monteCarloSE,runs,bootstrapReplicates
expanding-history,rightsThreatRate-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,rightsProtection,registered-component,-0.01384973884777143,-0.015622743823550713,-0.012209111829236563,0.0008621402838284707,120,2000
expanding-history,rightsThreatRate-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,complianceRate,registered-component,0.3569791666666667,0.340625,0.3731276041666666,0.00834837031814918,120,2000
expanding-history,rightsThreatRate-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,democraticResponsiveness,registered-component,0.05972914031389151,0.05737097322016401,0.06202538304847262,0.0011943412028795842,120,2000
expanding-history,rightsThreatRate-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,vetoRelocationRisk,registered-component,-0.33772944957740664,-0.339215514594284,-0.3362603850519058,0.0007438062537185141,120,2000
expanding-history,rightsThreatRate-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,totalInstitutionalCost,registered-diagnostic,-0.09266549440823306,-0.0928703864409296,-0.09244897892438374,0.00011187000690507421,120,2000
expanding-history,rightsThreatRate-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,averageLegislativeResponseDelay,additional-diagnostic,0.49985862563649214,0.4977200711254812,0.5018908960938728,0.0010829199126112877,120,2000
expanding-history,rightsThreatRate-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,legislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
expanding-history,rightsThreatRate-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,legislativeResponseCredibility,registered-component,-0.551359699060325,-0.5522838987854711,-0.5504672526565223,0.00045924940031350674,120,2000
expanding-history,rightsThreatRate-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,timelyLegislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
expanding-history,rightsThreatRate-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,rightsProtection,registered-component,-0.02745938748625076,-0.029241922590052354,-0.02575799164478132,0.0008550627888421335,120,2000
expanding-history,rightsThreatRate-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,complianceRate,registered-component,0.3280208333333333,0.3062473958333333,0.34885416666666663,0.011241823041138924,120,2000
expanding-history,rightsThreatRate-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,democraticResponsiveness,registered-component,0.019759570471306893,0.017281600332519853,0.0221209897668229,0.0012067171522059245,120,2000
expanding-history,rightsThreatRate-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,vetoRelocationRisk,registered-component,-0.2945456315600322,-0.29494515121053,-0.2941614899564184,0.00020375059871584992,120,2000
expanding-history,rightsThreatRate-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,totalInstitutionalCost,registered-diagnostic,-0.09540488153256085,-0.09560630484523464,-0.09520145835316998,0.00010533626258597068,120,2000
expanding-history,rightsThreatRate-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,averageLegislativeResponseDelay,additional-diagnostic,0.0,0.0,0.0,0.0,120,2000
expanding-history,appointmentPolarization-low,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,emergencyReasonGivingRate,registered-component,0.8386292093452463,0.8017699596666992,0.87230066755666,0.017917017404005905,120,2000
expanding-history,appointmentPolarization-low,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,meritsFollowUpRate,registered-component,0.9833333333333333,0.9583333333333334,1.0,0.011735491270876315,120,2000
expanding-history,appointmentPolarization-low,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,averageTimeToReview,registered-component,0.0,0.0,0.0,0.0,120,2000
expanding-history,appointmentPolarization-low,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,totalInstitutionalCost,registered-component,0.009713983167554415,0.00955911186518834,0.009868035134053101,7.865726066830796e-05,120,2000
expanding-history,appointmentPolarization-low,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,shadowDocketAbuse,registered-component,-0.3200094423000332,-0.32874966922778875,-0.3110500959707995,0.004546920263548052,120,2000
expanding-history,appointmentPolarization-low,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,institutionalDelayCost,additional-diagnostic,0.008371841020790909,0.008157811013783052,0.008577156459705883,0.00010638996678796894,120,2000
expanding-history,appointmentPolarization-low,screening-base,screening,constitutional-council,current-federal-court,base,directCourtCost,registered-diagnostic,0.13596085000000005,0.1358433147916667,0.13608120291666673,6.141335000489496e-05,120,2000
expanding-history,appointmentPolarization-low,screening-base,screening,constitutional-council,current-federal-court,base,upstreamScreeningCost,registered-component,0.0020303485405506897,0.0019587956474274104,0.002105325787164304,3.775479381629767e-05,120,2000
expanding-history,appointmentPolarization-low,screening-base,screening,constitutional-council,current-federal-court,base,capacityStrainCost,registered-diagnostic,0.0635245156937005,0.0628100145481801,0.0642042390223492,0.00036191351633391925,120,2000
expanding-history,appointmentPolarization-low,screening-base,screening,constitutional-council,current-federal-court,base,totalInstitutionalCost,registered-diagnostic,0.08293864397337342,0.08279709160493279,0.08307919233897758,7.356247287983845e-05,120,2000
expanding-history,appointmentPolarization-low,screening-base,screening,constitutional-council,current-federal-court,base,intakeAcceptanceRate,registered-diagnostic,-0.0007650422415142761,-0.0007939142853467481,-0.0007374296520595934,1.479062037937468e-05,120,2000
expanding-history,appointmentPolarization-low,screening-base,screening,constitutional-council,current-federal-court,base,councilScreenRate,registered-component,1.0,1.0,1.0,0.0,120,2000
expanding-history,appointmentPolarization-low,screening-base,screening,constitutional-council,current-federal-court,base,administrativeLoad,additional-diagnostic,0.2471900000000001,0.2461987500000001,0.24813885937500016,0.0005070735986558387,120,2000
expanding-history,appointmentPolarization-low,weak-form-base,weak-form,weak-form-review,current-federal-court,base,legislativeResponseRate,registered-component,0.3101041666666667,0.3025,0.31802083333333336,0.003981244965931909,120,2000
expanding-history,appointmentPolarization-low,weak-form-base,weak-form,weak-form-review,current-federal-court,base,legislativeResponseCredibility,registered-component,0.06382499999999998,0.06259989583333332,0.06503546874999998,0.000625317846349827,120,2000
expanding-history,appointmentPolarization-low,weak-form-base,weak-form,weak-form-review,current-federal-court,base,timelyLegislativeResponseRate,registered-component,0.05502125165251395,0.04649834178268906,0.06374454729393705,0.0043983172816002185,120,2000
expanding-history,appointmentPolarization-low,weak-form-base,weak-form,weak-form-review,current-federal-court,base,rightsProtection,registered-component,0.02286008084944885,0.020991896724241184,0.024731966144191507,0.0009807311503031088,120,2000
expanding-history,appointmentPolarization-low,weak-form-base,weak-form,weak-form-review,current-federal-court,base,complianceRate,registered-component,0.36395833333333333,0.3457265625,0.38198177083333335,0.009171976912359681,120,2000
expanding-history,appointmentPolarization-low,weak-form-base,weak-form,weak-form-review,current-federal-court,base,democraticResponsiveness,registered-component,0.07943477893104937,0.07675285483238185,0.082108352322246,0.0013789074162242894,120,2000
expanding-history,appointmentPolarization-low,weak-form-base,weak-form,weak-form-review,current-federal-court,base,vetoRelocationRisk,registered-component,-0.34468422162135093,-0.3459145238939905,-0.34349950559844067,0.0006287197518089313,120,2000
expanding-history,appointmentPolarization-low,weak-form-base,weak-form,weak-form-review,current-federal-court,base,totalInstitutionalCost,registered-diagnostic,-0.09293824725616616,-0.09312761774263678,-0.09274275918470505,9.533290722425651e-05,120,2000
expanding-history,appointmentPolarization-low,weak-form-base,weak-form,weak-form-review,current-federal-court,base,averageLegislativeResponseDelay,additional-diagnostic,0.41736559903489123,0.4153168948931152,0.41941476672955524,0.0010698567294239684,120,2000
expanding-history,appointmentPolarization-low,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,emergencyReasonGivingRate,registered-component,-0.6872557193028992,-0.7203194054648121,-0.6492723736137495,0.018660211451515273,120,2000
expanding-history,appointmentPolarization-low,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,meritsFollowUpRate,registered-component,-0.9833333333333333,-1.0,-0.9583333333333334,0.011735491270876315,120,2000
expanding-history,appointmentPolarization-low,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,averageTimeToReview,registered-component,0.0,0.0,0.0,0.0,120,2000
expanding-history,appointmentPolarization-low,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,totalInstitutionalCost,registered-component,-0.004413115167015518,-0.004551103266030933,-0.004269432258838889,7.399215440418477e-05,120,2000
expanding-history,appointmentPolarization-low,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,shadowDocketAbuse,registered-component,0.3034910326233752,0.29545872579367644,0.3117270209859724,0.004198126680158141,120,2000
expanding-history,appointmentPolarization-low,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,institutionalDelayCost,additional-diagnostic,-0.006619316123983667,-0.006809801664653897,-0.006438452210052953,9.69266342368589e-05,120,2000
expanding-history,appointmentPolarization-low,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,directCourtCost,registered-diagnostic,-0.09733164166666668,-0.09746529541666668,-0.09719768208333332,7.002286120870372e-05,120,2000
expanding-history,appointmentPolarization-low,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,upstreamScreeningCost,registered-component,1.9095878585792538e-05,-3.943083833081046e-05,7.365898538922195e-05,2.902271279034063e-05,120,2000
expanding-history,appointmentPolarization-low,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,capacityStrainCost,registered-diagnostic,-0.04342368191427618,-0.04400150351591728,-0.0428193589923526,0.0002968420867400142,120,2000
expanding-history,appointmentPolarization-low,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,totalInstitutionalCost,registered-diagnostic,-0.05034546467969185,-0.05047588375501894,-0.05021247864717421,6.633656401927e-05,120,2000
expanding-history,appointmentPolarization-low,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,intakeAcceptanceRate,registered-diagnostic,-7.954538171049483e-06,-2.7876178021688403e-05,1.4018736018095025e-05,1.0649746278238724e-05,120,2000
expanding-history,appointmentPolarization-low,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,councilScreenRate,registered-component,-1.0,-1.0,-1.0,0.0,120,2000
expanding-history,appointmentPolarization-low,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,administrativeLoad,additional-diagnostic,-0.24061895833333344,-0.24150150520833344,-0.2396868645833335,0.0004604185120278106,120,2000
expanding-history,appointmentPolarization-low,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,legislativeResponseRate,registered-component,-0.15458333333333335,-0.16166666666666665,-0.14802083333333332,0.003424650779254814,120,2000
expanding-history,appointmentPolarization-low,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,legislativeResponseCredibility,registered-component,-0.30645774345905247,-0.3074394563306634,-0.30550342289588395,0.0005031731907029836,120,2000
expanding-history,appointmentPolarization-low,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,timelyLegislativeResponseRate,registered-component,-0.05502125165251395,-0.06374454729393705,-0.04649834178268906,0.0043983172816002185,120,2000
expanding-history,appointmentPolarization-low,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,rightsProtection,registered-component,-0.012251670295578073,-0.013227397842865321,-0.011305553417640068,0.0004995936455885002,120,2000
expanding-history,appointmentPolarization-low,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,complianceRate,registered-component,0.005416666666666669,-0.010210937500000003,0.021565104166666654,0.008220170019210342,120,2000
expanding-history,appointmentPolarization-low,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,democraticResponsiveness,registered-component,-0.024429068702696472,-0.025552161893946004,-0.02332792510888724,0.0005808969758440325,120,2000
expanding-history,appointmentPolarization-low,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,vetoRelocationRisk,registered-component,0.02470365171213638,0.023661854015391098,0.025810365571718726,0.0005435166570762654,120,2000
expanding-history,appointmentPolarization-low,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,totalInstitutionalCost,registered-diagnostic,-0.0014702227753164122,-0.0016616529529835857,-0.0012654402567720995,0.00010143452851531083,120,2000
expanding-history,appointmentPolarization-low,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,averageLegislativeResponseDelay,additional-diagnostic,0.07949156638503796,0.07625068307563648,0.08270010613557943,0.0016327967848790632,120,2000
expanding-history,appointmentPolarization-low,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,legislativeResponseRate,registered-component,-0.3101041666666667,-0.31802083333333336,-0.3025,0.003981244965931909,120,2000
expanding-history,appointmentPolarization-low,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,legislativeResponseCredibility,registered-component,-0.6128404869181049,-0.6142517358781963,-0.6114495215066625,0.0007018392877972693,120,2000
expanding-history,appointmentPolarization-low,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,timelyLegislativeResponseRate,registered-component,-0.05502125165251395,-0.06374454729393705,-0.04649834178268906,0.0043983172816002185,120,2000
expanding-history,appointmentPolarization-low,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,rightsProtection,registered-component,-0.020511680794217828,-0.021499417924547987,-0.019522372005326347,0.0005166188415546572,120,2000
expanding-history,appointmentPolarization-low,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,complianceRate,registered-component,0.001874999999999998,-0.01427083333333334,0.019374999999999993,0.008855716415699755,120,2000
expanding-history,appointmentPolarization-low,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,democraticResponsiveness,registered-component,-0.04757078040218312,-0.04883141135950884,-0.04627454994296829,0.0006661241608029934,120,2000
expanding-history,appointmentPolarization-low,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,vetoRelocationRisk,registered-component,0.049614347777933214,0.04836409274249938,0.0508988826339542,0.0006400942030201642,120,2000
expanding-history,appointmentPolarization-low,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,totalInstitutionalCost,registered-diagnostic,-0.0028203150856397578,-0.003019351578516673,-0.00261521446004929,0.00010449437544947519,120,2000
expanding-history,appointmentPolarization-low,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,averageLegislativeResponseDelay,additional-diagnostic,-0.41736559903489123,-0.41941476672955524,-0.4153168948931152,0.0010698567294239684,120,2000
expanding-history,appointmentPolarization-low,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,legislativeResponseRate,registered-component,0.15552083333333336,0.14854166666666666,0.16239583333333335,0.0036047859363387167,120,2000
expanding-history,appointmentPolarization-low,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,legislativeResponseCredibility,registered-component,-0.24263274345905247,-0.24341412785889383,-0.24184531642566767,0.0004136882692211789,120,2000
expanding-history,appointmentPolarization-low,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,timelyLegislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
expanding-history,appointmentPolarization-low,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,rightsProtection,registered-component,0.010608410553870776,0.008712317522631727,0.01259093339489098,0.0010377091206772062,120,2000
expanding-history,appointmentPolarization-low,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,complianceRate,registered-component,0.369375,0.35301822916666664,0.3861458333333333,0.008418918875248246,120,2000
expanding-history,appointmentPolarization-low,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,democraticResponsiveness,registered-component,0.05500571022835289,0.05242564721160297,0.0575107377437458,0.0013554319200766672,120,2000
expanding-history,appointmentPolarization-low,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,vetoRelocationRisk,registered-component,-0.31998056990921453,-0.32111762093065294,-0.31879908707551463,0.0006050070535776788,120,2000
expanding-history,appointmentPolarization-low,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,totalInstitutionalCost,registered-diagnostic,-0.09440847003148259,-0.09459516316691104,-0.09422421576965187,9.428958659235705e-05,120,2000
expanding-history,appointmentPolarization-low,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,averageLegislativeResponseDelay,additional-diagnostic,0.49685716541992925,0.4940220848783399,0.4996938212125962,0.001468112090641093,120,2000
expanding-history,appointmentPolarization-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,legislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
expanding-history,appointmentPolarization-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,legislativeResponseCredibility,registered-component,-0.549015486918105,-0.5497432372411655,-0.5482976763066391,0.0003785366630355789,120,2000
expanding-history,appointmentPolarization-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,timelyLegislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
expanding-history,appointmentPolarization-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,rightsProtection,registered-component,0.002348400055231024,0.0005227270056780433,0.0043637346206639215,0.0010341858466330477,120,2000
expanding-history,appointmentPolarization-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,complianceRate,registered-component,0.36583333333333334,0.34979166666666667,0.3813541666666667,0.008331232228118612,120,2000
expanding-history,appointmentPolarization-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,democraticResponsiveness,registered-component,0.03186399852886624,0.02949429702927374,0.034303547441291625,0.0012461901423146714,120,2000
expanding-history,appointmentPolarization-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,vetoRelocationRisk,registered-component,-0.29506987384341776,-0.29548034375877513,-0.29465904817350924,0.00021336479458822964,120,2000
expanding-history,appointmentPolarization-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,totalInstitutionalCost,registered-diagnostic,-0.09575856234180594,-0.09593520306082091,-0.09557369651524081,9.6306272329828e-05,120,2000
expanding-history,appointmentPolarization-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,averageLegislativeResponseDelay,additional-diagnostic,0.0,0.0,0.0,0.0,120,2000
expanding-history,appointmentPolarization-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,emergencyReasonGivingRate,registered-component,0.8588246232229154,0.834025261287805,0.8839333767655599,0.012945942546314987,120,2000
expanding-history,appointmentPolarization-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,meritsFollowUpRate,registered-component,1.0,1.0,1.0,0.0,120,2000
expanding-history,appointmentPolarization-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,averageTimeToReview,registered-component,0.0,0.0,0.0,0.0,120,2000
expanding-history,appointmentPolarization-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,totalInstitutionalCost,registered-component,0.009825807454756526,0.0096821710615092,0.00997155217771721,7.616958390780498e-05,120,2000
expanding-history,appointmentPolarization-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,shadowDocketAbuse,registered-component,-0.3228458569250549,-0.3309488104915962,-0.3146446986275626,0.004196376582070288,120,2000
expanding-history,appointmentPolarization-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,institutionalDelayCost,additional-diagnostic,0.008170155481726483,0.007971397289944547,0.008369765955061196,0.00010317817269279337,120,2000
expanding-history,appointmentPolarization-high,screening-base,screening,constitutional-council,current-federal-court,base,directCourtCost,registered-diagnostic,0.13593469166666672,0.1358149564583334,0.1360583785416667,6.25919343966707e-05,120,2000
expanding-history,appointmentPolarization-high,screening-base,screening,constitutional-council,current-federal-court,base,upstreamScreeningCost,registered-component,0.0019196828724809814,0.0018538143990882749,0.001982981213433968,3.388360996599577e-05,120,2000
expanding-history,appointmentPolarization-high,screening-base,screening,constitutional-council,current-federal-court,base,capacityStrainCost,registered-diagnostic,0.06440535108165403,0.06380035288393793,0.06504633517117119,0.000322104423134284,120,2000
expanding-history,appointmentPolarization-high,screening-base,screening,constitutional-council,current-federal-court,base,totalInstitutionalCost,registered-diagnostic,0.08306552750053492,0.08293333013866853,0.0832042312101828,6.900527252263519e-05,120,2000
expanding-history,appointmentPolarization-high,screening-base,screening,constitutional-council,current-federal-court,base,intakeAcceptanceRate,registered-diagnostic,-0.0007270036886104454,-0.0007521889903591557,-0.0007016257298638164,1.3305477711438397e-05,120,2000
expanding-history,appointmentPolarization-high,screening-base,screening,constitutional-council,current-federal-court,base,councilScreenRate,registered-component,1.0,1.0,1.0,0.0,120,2000
expanding-history,appointmentPolarization-high,screening-base,screening,constitutional-council,current-federal-court,base,administrativeLoad,additional-diagnostic,0.2480489583333334,0.24713869791666673,0.2489944687500001,0.00047970912199175886,120,2000
expanding-history,appointmentPolarization-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,legislativeResponseRate,registered-component,0.32083333333333336,0.3109375,0.3305208333333333,0.0048125155364925586,120,2000
expanding-history,appointmentPolarization-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,legislativeResponseCredibility,registered-component,0.06429583333333326,0.06275833333333324,0.06576473958333325,0.0007535396359580938,120,2000
expanding-history,appointmentPolarization-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,timelyLegislativeResponseRate,registered-component,0.051610338708851226,0.0440607240807121,0.059384839423647556,0.003929908949374918,120,2000
expanding-history,appointmentPolarization-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,rightsProtection,registered-component,0.028169505175060585,0.026342490259915995,0.030008429144212107,0.0009065093684544766,120,2000
expanding-history,appointmentPolarization-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,complianceRate,registered-component,0.3748958333333333,0.360625,0.38864843750000005,0.007308023620505191,120,2000
expanding-history,appointmentPolarization-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,democraticResponsiveness,registered-component,0.08739204652909496,0.0852635675278703,0.08943910736999862,0.001088109334308189,120,2000
expanding-history,appointmentPolarization-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,vetoRelocationRisk,registered-component,-0.3469090965409384,-0.34842171799497623,-0.3453958809315202,0.0007658480765953061,120,2000
expanding-history,appointmentPolarization-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,totalInstitutionalCost,registered-diagnostic,-0.09263374143160302,-0.09285050219463177,-0.09241401514393349,0.00010610092711928097,120,2000
expanding-history,appointmentPolarization-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,averageLegislativeResponseDelay,additional-diagnostic,0.41573851026788117,0.41375081695304183,0.4177074242677526,0.0010010291865278269,120,2000
expanding-history,appointmentPolarization-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,emergencyReasonGivingRate,registered-component,-0.7069977547300503,-0.7336688029855971,-0.6810498729190013,0.014029585702655816,120,2000
expanding-history,appointmentPolarization-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,meritsFollowUpRate,registered-component,-1.0,-1.0,-1.0,0.0,120,2000
expanding-history,appointmentPolarization-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,averageTimeToReview,registered-component,0.0,0.0,0.0,0.0,120,2000
expanding-history,appointmentPolarization-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,totalInstitutionalCost,registered-component,-0.004433846162091049,-0.004580791188256254,-0.0042919997630332,7.393176152273256e-05,120,2000
expanding-history,appointmentPolarization-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,shadowDocketAbuse,registered-component,0.311738360645242,0.30386156631515315,0.3195334890475033,0.003911237820196869,120,2000
expanding-history,appointmentPolarization-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,institutionalDelayCost,additional-diagnostic,-0.006606280166468476,-0.006791132501415261,-0.006414862495315709,9.541542358181926e-05,120,2000
expanding-history,appointmentPolarization-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,directCourtCost,registered-diagnostic,-0.09720383333333335,-0.09732603458333335,-0.09707010312500002,6.759001813054101e-05,120,2000
expanding-history,appointmentPolarization-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,upstreamScreeningCost,registered-component,3.126616826831796e-07,-6.527334983773285e-05,6.130158900987384e-05,3.253599620147204e-05,120,2000
expanding-history,appointmentPolarization-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,capacityStrainCost,registered-diagnostic,-0.04314154155887824,-0.043733427273084824,-0.042487433433507533,0.00032055518440200314,120,2000
expanding-history,appointmentPolarization-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,totalInstitutionalCost,registered-diagnostic,-0.05025245905621415,-0.05037544227630551,-0.05011445842753999,6.81252286287042e-05,120,2000
expanding-history,appointmentPolarization-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,intakeAcceptanceRate,registered-diagnostic,-7.899412127537695e-07,-2.3080136988519682e-05,2.3151109909158945e-05,1.2039886006421553e-05,120,2000
expanding-history,appointmentPolarization-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,councilScreenRate,registered-component,-1.0,-1.0,-1.0,0.0,120,2000
expanding-history,appointmentPolarization-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,administrativeLoad,additional-diagnostic,-0.23995416666666675,-0.24080385937500012,-0.23899727083333344,0.00047169676785302445,120,2000
expanding-history,appointmentPolarization-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,legislativeResponseRate,registered-component,-0.16052083333333333,-0.16885677083333334,-0.15177083333333333,0.004284901166347809,120,2000
expanding-history,appointmentPolarization-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,legislativeResponseCredibility,registered-component,-0.3083450564008196,-0.3094310089792583,-0.30715548856270314,0.0005729387361450897,120,2000
expanding-history,appointmentPolarization-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,timelyLegislativeResponseRate,registered-component,-0.051610338708851226,-0.05938483942364755,-0.0440607240807121,0.003929908949374918,120,2000
expanding-history,appointmentPolarization-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,rightsProtection,registered-component,-0.012305521113673763,-0.013235317219733173,-0.011350150926062858,0.0004884829441883161,120,2000
expanding-history,appointmentPolarization-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,complianceRate,registered-component,-0.019583333333333338,-0.03708593750000001,-0.0023958333333333397,0.009124792951362171,120,2000
expanding-history,appointmentPolarization-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,democraticResponsiveness,registered-component,-0.024781827690353298,-0.0261601521465378,-0.0234113088156452,0.0006996958595354621,120,2000
expanding-history,appointmentPolarization-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,vetoRelocationRisk,registered-component,0.025578036791073653,0.024213061935637627,0.0269119708803213,0.0006613798450450959,120,2000
expanding-history,appointmentPolarization-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,totalInstitutionalCost,registered-diagnostic,-0.0014234301482881305,-0.0016187866379666748,-0.001226436854746897,9.86393673276191e-05,120,2000
expanding-history,appointmentPolarization-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,averageLegislativeResponseDelay,additional-diagnostic,0.07957211964137575,0.07644715071394181,0.08248875808621453,0.0015541085864994616,120,2000
